"year","state","candidate","last","xx","office","party","vote","incumbent","win","postal","class","votesmartid","fecid","fecid.note","slug","serious","day_in","day_out","city council","state rep","mayor","state senate","state ag","lt gov","us rep","gov","us senate"
2010,"Arkansas","Blanche L. Lincoln","Lincoln","2010ARLincoln","ar-senate-class-iii-2010","Democrat",288156,"1",0,"AR","iii","26723","S8AR00112","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2010,"Florida","Richard Lock","Lock","2010FLLock","fl-senate-class-iii-2010","Write-in",18,"0",0,"FL","iii",NA,"S0FL00569","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Colorado","Bruce E. Lohmiller","Lohmiller","2010COLohmiller","co-senate-class-iii-2010","Write-in",11,"0",0,"CO","iii","30059","S8CO00230","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Maryland","James T. Lynch, Jr.","Lynch","2010MDLynch","md-senate-class-iii-2010","Write-in (Democrat)",84,"0",0,"MD","iii","36198","S0MD00325","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Hawaii","Lloyd Jeffrey Mallan","Mallan","2010HIMallan","hi-senate-class-iii-2010","Libertarian",2957,"0",0,"HI","iii","1189","S8HI00152","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"West Virginia","Joe Manchin III","Manchin","2010WVManchin","wv-senate-class-i-2010","Democrat",283358,"0",1,"WV","i","7547","S0WV00090","","",NA,NA,NA,0,1,0,1,1,0,0,1,0
2010,"North Carolina","Elaine Marshall","Marshall","2010NCMarshall","nc-senate-class-iii-2010","Democrat",1145074,"0",0,"NC","iii","2167","S2NC00075","","",NA,NA,NA,0,0,0,1,1,0,0,0,0
2010,"Alaska","Scott T. McAdams","McAdams","2010AKMcAdams","ak-senate-class-iii-2010","Democrat",60045,"0",0,"AK","iii","111353","S0AK00139","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Arizona","John McCain","McCain","2010AZMcCain","az-senate-class-iii-2010","Republican",1005615,"1",1,"AZ","iii","53270","S6AZ00019","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2010,"Connecticut","Linda E. McMahon","McMahon","2010CTMcMahon","ct-senate-class-iii-2010","Republican",498341,"0",0,"CT","iii","126623","S0CT00151","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Louisiana","William R. McShan","McShan","2010LAMcShan","la-senate-class-iii-2010","Reform",5879,"0",0,"LA","iii","125848","S0LA00287","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Florida","Kendrick B. Meek","Meek","2010FLMeek","fl-senate-class-iii-2010","Democrat",1092936,"0",0,"FL","iii","8092","S0FL00312","","",NA,NA,NA,0,1,0,0,0,0,1,0,0
2010,"Louisiana","Charlie Melancon","Melancon","2010LAMelancon","la-senate-class-iii-2010","Democrat",476572,"0",0,"LA","iii","35601","S0LA00154","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2010,"Louisiana","Sam Houston Melton, Jr.","Melton","2010LAMelton","la-senate-class-iii-2010","Unaffiliated",3780,"0",0,"LA","iii",NA,"S6LA00276","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Missouri","Mark S. Memoly","Memoly","2010MOMemoly","mo-senate-class-iii-2010","Write-in",1,"0",0,"MO","iii","136081","S0MO00209","","",NA,NA,NA,1,0,1,0,0,0,0,0,0
2010,"Connecticut","John Mertens","Mertens","2010CTMertens","ct-senate-class-iii-2010","ConnecticutforLieberman",6735,"0",0,"CT","iii","110687","S6CT05082","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Maryland","Barbara Mikulski","Mikulski","2010MDMikulski","md-senate-class-iii-2010","Democrat",1140531,"1",1,"MD","iii","53304","S6MD00140","","",NA,NA,NA,1,0,0,0,0,0,1,0,1
2010,"Colorado","Charley Miller","Miller","2010COMiller","co-senate-class-iii-2010","Unaffiliated",11351,"0",0,"CO","iii","124667","S0CO00351","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Missouri","Frazier Glenn Miller, Jr.","Miller","2010MOMiller","mo-senate-class-iii-2010","Write-in",7,"0",0,"MO","iii",NA,"S0MO00365","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Delaware","Glenn A. Miller","Miller","2010DEMiller","de-senate-class-ii-2010","Independent Party of Delaware",8201,"0",0,"DE","ii","128021","S0DE00134","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Indiana","Jim Miller","Miller","2010INMiller","in-senate-class-iii-2010","Write-in",161,"0",0,"IN","iii",NA,"S0IN00178","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alaska","Joe Miller","Miller","2010AKMiller","ak-senate-class-iii-2010","Republican",90839,"0",0,"AK","iii","27169","S0AK00121","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Oregon","Miscellaneous","Miscellaneous","2010ORMiscellaneous","or-senate-class-iii-2010","",1448,"0",0,"OR","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Florida","Robert Monroe","Monroe","2010FLMonroe","fl-senate-class-iii-2010","Write-in",6,"0",0,"FL","iii","142608","S0FL00577","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Kansas","Jerry Moran","Moran","2010KSMoran","ks-senate-class-iii-2010","Republican",587175,"0",1,"KS","iii","542","S0KS00091","","",NA,NA,NA,0,0,0,1,0,0,1,0,0
2010,"New York","Vivia Morgan","Morgan","2010NYMorgan","ny-senate-class-i-2010","Anti-Prohibition",11787,"0",0,"NY","i","127752","S0NY00634","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Colorado","J. Moromisato","Moromisato","2010COMoromisato","co-senate-class-iii-2010","Unaffiliated",5780,"0",0,"CO","iii","124668","S0CO00369","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Connecticut","Warren B. Mosler","Mosler","2010CTMosler","ct-senate-class-iii-2010","Independent",11275,"0",0,"CT","iii","128034","S0CT00193","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alaska","Lisa Murkowski","Murkowski","2010AKMurkowski","ak-senate-class-iii-2010","Write-in",101091,"1",1,"AK","iii","15841","S4AK00099","","",NA,NA,NA,0,1,0,0,0,0,0,0,1
2010,"Washington","Patty Murray","Murray","2010WAMurray","wa-senate-class-iii-2010","Democrat",1314930,"1",1,"WA","iii","53358","S2WA00189","","",NA,NA,NA,0,0,0,1,0,0,0,0,1
2010,"Illinois","Avner Nagar","Nagar","2010ILNagar","il-senate-class-iii-2010","Write-in",15,"0",0,"IL","iii",NA,"S0IL00451","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Colorado","Jason Napolitano","Napolitano","2010CONapolitano","co-senate-class-iii-2010","Independent Reform",19450,"0",0,"CO","iii","127236","S0CO00344","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Colorado","Michele M. Newman","Newman","2010CONewman","co-senate-class-iii-2010","Write-in",20,"0",0,"CO","iii",NA,"S0CO00401","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Arizona","David F. Nolan","Nolan","2010AZNolan","az-senate-class-iii-2010","Libertarian",80097,"0",0,"AZ","iii","66137","S0AZ00301","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"California","Edward C. Noonan","Noonan","2010CANoonan","ca-senate-class-iii-2010","American Independent",125435,"0",0,"CA","iii","59793","S0CA00371","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Vermont","Johenry Nunes","Nunes","2010VTNunes","vt-senate-class-iii-2010","Independent",1021,"0",0,"VT","iii","123865","S0VT00148","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Delaware","Christine OêDonnell","O'Donnell","2010DEO'Donnell","de-senate-class-ii-2010","Republican",123053,"0",0,"DE","ii","65777","S6DE00131","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Connecticut","Dave Olszta","Olszta","2010CTOlszta","ct-senate-class-iii-2010","Write-in",5,"0",0,"CT","iii",NA,"S0CT00235","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alaska","Other","Other","2010AKOther","ak-senate-class-iii-2010","",602,"0",0,"AK","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Wisconsin","Ernest J. Pagels, Jr.","Pagels","2010WIPagels","wi-senate-class-iii-2010","Write-in (Republican)",134,"0",0,"WI","iii","126206","S0WI00205","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Kentucky","Rand Paul","Paul","2010KYPaul","ky-senate-class-iii-2010","Republican",755706,"0",1,"KY","iii","117285","S0KY00156","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Maryland","Mary Catherine Podlesak","Podlesak","2010MDPodlesak","md-senate-class-iii-2010","Write-in (Republican)",6,"0",0,"MD","iii",NA,"S0MD00465","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Ohio","Rob Portman","Portman","2010OHPortman","oh-senate-class-iii-2010","Republican",2168742,"0",1,"OH","iii","27008","S0OH00133","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2010,"North Dakota","Tracy Potter","Potter","2010NDPotter","nd-senate-class-iii-2010","Democratic-Nonpartisan League",52955,"0",0,"ND","iii","56814","S0ND00101","","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2010,"Ohio","Michael L. Pryce","Pryce","2010OHPryce","oh-senate-class-iii-2010","Independent",50101,"0",0,"OH","iii","127686","S0OH00265","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Florida","Belinda Gail Quarterman-Noah","Quarterman-Noah","2010FLQuarterman-Noah","fl-senate-class-iii-2010","Write-in",18,"0",0,"FL","iii",NA,"S0FL00585","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"West Virginia","John R. Raese","Raese","2010WVRaese","wv-senate-class-i-2010","Republican",230013,"0",0,"WV","i","59549","S4WV00084","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Illinois","Darren Raichart","Raichart","2010ILRaichart","il-senate-class-iii-2010","Write-in",9,"0",0,"IL","iii",NA,"S0IL00469","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Colorado","Robert Rank","Rank","2010CORank","co-senate-class-iii-2010","Write-in",52,"0",0,"CO","iii",NA,"S0CO00393","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Delaware","James W. Rash, Jr.","Rash","2010DERash","de-senate-class-ii-2010","Libertarian",2101,"0",0,"DE","ii","126190","S0DE00126","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Nevada","Jeffrey C. Reeves","Reeves","2010NVReeves","nv-senate-class-iii-2010","Independent",2510,"0",0,"NV","iii","106852","S0NV00328","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Nevada","Harry Reid","Reid","2010NVReid","nv-senate-class-iii-2010","Democrat",362785,"1",1,"NV","iii","53320","S6NV00028","","",NA,NA,NA,0,1,0,0,0,1,1,0,1
2010,"Florida","Bruce Ray Riggs","Riggs","2010FLRiggs","fl-senate-class-iii-2010","Unaffiliated",3647,"0",0,"FL","iii","124361","S0FL00452","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"California","Duane Roberts","Roberts","2010CARoberts","ca-senate-class-iii-2010","Green",128512,"0",0,"CA","iii","120026","S0CA00397","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Oklahoma","Jim Rogers","Rogers","2010OKRogers","ok-senate-class-iii-2010","Democrat",265814,"0",0,"OK","iii","45931","S2OK00095","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Indiana","Jack Rooney","Rooney","2010INRooney","in-senate-class-iii-2010","Write-in (Independent)",99,"0",0,"IN","iii","127016","S0IN00186","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Washington","Dino Rossi","Rossi","2010WARossi","wa-senate-class-iii-2010","Republican",1196164,"0",0,"WA","iii","13921","S0WA00357","","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2010,"Florida","Marco Rubio","Rubio","2010FLRubio","fl-senate-class-iii-2010","Republican",2645743,"0",1,"FL","iii","109828","S0FL00338","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Connecticut","Jeff Russell","Russell","2010CTRussell","ct-senate-class-iii-2010","Write-in",45,"0",0,"CT","iii",NA,"S0CT00250","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Wisconsin","Scattering ","Scattering","2010WIScattering","wi-senate-class-iii-2010","",638,"0",0,"WI","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"New York","Charles E. Schumer","Schumer","2010NYSchumer","ny-senate-class-iii-2010","Democrat",3047880,"1",1,"NY","iii","26976","S8NY00082","","",NA,NA,NA,0,1,0,0,0,0,1,0,1
2010,"Illinois","Lowell M. Seida","Seida","2010ILSeida","il-senate-class-iii-2010","Write-in",3,"0",0,"IL","iii",NA,"S0IL00477","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Pennsylvania","Joe Sestak","Sestak","2010PASestak","pa-senate-class-iii-2010","Democrat",1948716,"0",0,"PA","iii","58333","S0PA00434","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2010,"Maryland","Richard Shawver","Shawver","2010MDShawver","md-senate-class-iii-2010","Constitution",14746,"0",0,"MD","iii","65978","S6MD03417","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alabama","Richard C. Shelby","Shelby","2010ALShelby","al-senate-class-iii-2010","Republican",968181,"1",1,"AL","iii","53266","S6AL00013","","",NA,NA,NA,0,0,0,1,0,0,1,0,1
2010,"Indiana","Rebecca Sink-Burris","Sink-Burris","2010INSink-Burris","in-senate-class-iii-2010","Libertarian",94330,"0",0,"IN","iii","12961","S8IN00080","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Florida","Alexander Andrew Snitker","Snitker","2010FLSnitker","fl-senate-class-iii-2010","Libertarian",24850,"0",0,"FL","iii","117239","S0FL00395","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Louisiana","Michael Lane Mike Spears","Spears","2010LASpears","la-senate-class-iii-2010","Other",9190,"0",0,"LA","iii","125849","S0LA00196","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Oregon","Rick Staggenborg","Staggenborg","2010ORStaggenborg","or-senate-class-iii-2010","Progressive",14466,"0",0,"OR","iii","128105","S0OR00204","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Nevada","Wil Stand","Stand","2010NVStand","nv-senate-class-iii-2010","Independent",2119,"0",0,"NV","iii","121982","S0NV00245","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Colorado","Maclyn Mac Stringer","Stringer","2010COStringer","co-senate-class-iii-2010","Libertarian",22646,"0",0,"CO","iii","125320","S0CO00328","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Ohio","Arthur T. Sullivan","Sullivan","2010OHSullivan","oh-senate-class-iii-2010","Write-in",648,"0",0,"OH","iii",NA,"S0OH00273","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Wisconsin","Rob Taylor","Taylor","2010WITaylor","wi-senate-class-iii-2010","Constitution Party of Wisconsin",23473,"0",0,"WI","iii","126210","S0WI00155","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"South Dakota","John Thune","Thune","2010SDThune","sd-senate-class-iii-2010","Republican",227947,"1",1,"SD","iii","398","S2SD00068","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2010,"Georgia","Michael Mike Thurmond","Thurmond","2010GAThurmond","ga-senate-class-iii-2010","Democrat",996516,"0",0,"GA","iii","1737","S0GA00310","","",NA,NA,NA,0,1,0,0,0,0,0,0,0
2010,"Pennsylvania","Pat Toomey","Toomey","2010PAToomey","pa-senate-class-iii-2010","Republican",2028945,"0",1,"PA","iii","24096","S4PA00121","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2010,"New York","Jay Townsend","Townsend","2010NYTownsend","ny-senate-class-iii-2010","Republican",1480423,"0",0,"NY","iii","127028","S0NY00550","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Connecticut","John Traceski","Traceski","2010CTTraceski","ct-senate-class-iii-2010","Write-in",15,"0",0,"CT","iii","30204","S0CT00268","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Florida","Rick Tyler","Tyler","2010FLTyler","fl-senate-class-iii-2010","Unaffiliated",7397,"0",0,"FL","iii","124362","S0FL00528","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Connecticut","Todd Vachon","Vachon","2010CTVachon","ct-senate-class-iii-2010","Write-in",45,"0",0,"CT","iii",NA,"S0CT00284","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Connecticut","Carl E. Vassar","Vassar","2010CTVassar","ct-senate-class-iii-2010","Write-in",31,"0",0,"CT","iii","15133","S0CT00227","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Louisiana","David Vitter","Vitter","2010LAVitter","la-senate-class-iii-2010","Republican",715415,"1",1,"LA","iii","4615","S4LA00057","","",NA,NA,NA,0,1,0,0,0,0,1,0,1
2010,"California","Connor Vlakancic","Vlakancic","2010CAVlakancic","ca-senate-class-iii-2010","Write-in",11,"0",0,"CA","iii","1011","S0CA00421","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Oklahoma","Stephen P. Wallace","Wallace","2010OKWallace","ok-senate-class-iii-2010","Independent",25048,"0",0,"OK","iii","106410","S8OK00225","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Maryland","Eric Wargotz","Wargotz","2010MDWargotz","md-senate-class-iii-2010","Republican",655666,"0",0,"MD","iii","87850","S0MD00259","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Maryland","Denise L. Whittington","Whittington","2010MDWhittington","md-senate-class-iii-2010","Write-in",56,"0",0,"MD","iii",NA,"S0MD00457","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Kentucky","Billy Ray Wilson","Wilson","2010KYWilson","ky-senate-class-iii-2010","Write-in",338,"0",0,"KY","iii","35023","S0KY00255","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Missouri","Jeff Wirick","Wirick","2010MOWirick","mo-senate-class-iii-2010","Write-in",4,"0",0,"MO","iii",NA,"S0MO00373","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Missouri","Richie L. Wolfe","Wolfe","2010MOWolfe","mo-senate-class-iii-2010","Write-in",2,"0",0,"MO","iii",NA,"S0MO00381","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Louisiana","Ernest D. Wooton","Wooton","2010LAWooton","la-senate-class-iii-2010","Other",8167,"0",0,"LA","iii",NA,"S0LA00279","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"South Carolina","Write-in ","Write-in","2010SCWrite-in","sc-senate-class-iii-2010","",21953,"0",0,"SC","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alabama","Write-in ","Write-in","2010ALWrite-in","al-senate-class-iii-2010","",1699,"0",0,"AL","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Maryland","Write-in ","Write-in","2010MDWrite-in","md-senate-class-iii-2010","",1644,"0",0,"MD","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"North Carolina","Write-in ","Write-in","2010NCWrite-in","nc-senate-class-iii-2010","",1272,"0",0,"NC","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Iowa","Write-in ","Write-in","2010IAWrite-in","ia-senate-class-iii-2010","",872,"0",0,"IA","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Arkansas","Write-in ","Write-in","2010ARWrite-in","ar-senate-class-iii-2010","",376,"0",0,"AR","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Vermont","Write-in ","Write-in","2010VTWrite-in","vt-senate-class-iii-2010","",113,"0",0,"VT","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alaska","Write-in ","Write-in","2010AKWrite-in","ak-senate-class-iii-2010","",61,"0",0,"AK","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Alaska","Write-in ","Write-in","2010AKWrite-in","ak-senate-class-iii-2010","",21,"0",0,"AK","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Oregon","Ron Wyden","Wyden","2010ORWyden","or-senate-class-iii-2010","Democrat",825507,"1",1,"OR","iii","27036","S6OR00110","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2010,"Maryland","Lih Young","Young","2010MDYoung","md-senate-class-iii-2010","Write-in",80,"0",0,"MD","iii","2004","S6MD03375","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Illinois","Robert L. Bob Zadek","Zadek","2010ILZadek","il-senate-class-iii-2010","Write-in",561,"0",0,"IL","iii","116483","S0IL00212","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"New Hampshire","Scattered","","2010NH","nh-senate-class-iii-2010","scattered",439,"0",0,"NH","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"North Dakota","Scattered","","2010ND","nd-senate-class-iii-2010","",278,"0",0,"ND","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Utah","Scattered","","2010UT","ut-senate-class-iii-2010","misc",28,"0",0,"UT","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Idaho","Randy Lynn Bergquist","Bergquist","2010IDBergquist","id-senate-class-iii-2010","Constitution",17429,"0",0,"ID","iii","119870","S0ID00123","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Idaho","Mike Crapo","Crapo","2010IDCrapo","id-senate-class-iii-2010","Republican",319953,"1",1,"ID","iii","26830","S8ID00027","","",NA,NA,NA,0,0,0,1,0,0,1,0,1
2010,"Idaho","Frederick R. Reinisch, Jr.","Reinisch","2010IDReinisch","id-senate-class-iii-2010","Write-in",91,"0",0,"ID","iii",NA,"S0ID00131","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2010,"Idaho","P. Tom Sullivan","Sullivan","2010IDSullivan","id-senate-class-iii-2010","Democrat",112057,"0",0,"ID","iii","119871","S0ID00107","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Minnesota","Charles Aldrich","Aldrich","2008MNAldrich","mn-senate-class-ii-2008","Libertarian",13923,"0",0,"MN","ii","38547","S8MN00545","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Tennessee","Lamar Alexander","Alexander","2008TNAlexander","tn-senate-class-ii-2008","Republican",1579477,"1",1,"TN","ii","15691","S2TN00058","","",NA,NA,NA,0,0,0,0,0,0,0,1,1
2008,"Maine","Tom Allen","Allen","2008MEAllen","me-senate-class-ii-2008","Democrat",279510,"0",0,"ME","ii","380","S8ME00080","","",NA,NA,NA,1,0,1,0,0,0,1,0,0
2008,"Minnesota","Dean Barkley","Barkley","2008MNBarkley","mn-senate-class-ii-2008","Independence",437505,"0",0,"MN","ii","1289","S4MN00262","","",NA,NA,NA,0,0,0,0,0,0,0,0,1
2008,"Wyoming","John Barrasso","Barrasso","2008WYBarrasso","wy-senate-class-i-2008","Republican",183063,"a",1,"WY","i","52662","S6WY00068","","",NA,NA,NA,0,0,0,1,0,0,0,0,1
2008,"West Virginia","John R. Bartlett","Bartlett","2008WVBartlett","wv-senate-class-ii-2008","Write-in",83,"0",0,"WV","ii","26439","#N/A","no id","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2008,"Montana","Max Baucus","Baucus","2008MTBaucus","mt-senate-class-ii-2008","Democrat",348289,"1",1,"MT","ii","53315","S8MT00010","","",NA,NA,NA,0,1,0,0,0,0,1,0,1
2008,"Illinois","Patricia Beard","Beard","2008ILBeard","il-senate-class-ii-2008","Write-in",1,"0",0,"IL","ii","33920","#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Massachusetts","Jeff Beatty","Beatty","2008MABeatty","ma-senate-class-ii-2008","Republican",926044,"0",0,"MA","ii","67666","S8MA00219","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Alaska","Mark Begich","Begich","2008AKBegich","ak-senate-class-ii-2008","Democrat",151767,"0",1,"AK","ii","79426","S8AK00090","","",NA,NA,NA,0,0,1,0,0,0,0,0,0
2008,"Delaware","Joseph R. Biden, Jr.","Biden","2008DEBiden","de-senate-class-ii-2008","Democrat",257539,"1",1,"DE","ii","53279","S8DE00012","","",NA,NA,NA,1,0,0,0,0,0,0,0,1
2008,"Alaska","Bob Bird","Bird","2008AKBird","ak-senate-class-ii-2008","Alaskan Independence",13197,"0",0,"AK","ii","107612","S0AK00105","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"New Hampshire","Ken Blevens","Blevens","2008NHBlevens","nh-senate-class-ii-2008","Libertarian",21516,"0",0,"NH","ii","615","S2NH00157","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Michigan","Scotty Boman","Boman","2008MIBoman","mi-senate-class-ii-2008","Libertarian",76347,"0",0,"MI","ii","790","S8MI00315","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"New Jersey","Jeff Boss","Boss","2008NJBoss","nj-senate-class-ii-2008","Boss for Senate",10345,"0",0,"NJ","ii","101973","S8NJ00418","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"New Jersey","Daryl Brooks","Brooks","2008NJBrooks","nj-senate-class-ii-2008","Poor People's Campaign",15925,"0",0,"NJ","ii","43323","S6NJ00313","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Oregon","Dave Brownlow","Brownlow","2008ORBrownlow","or-senate-class-ii-2008","Constitution",92565,"0",0,"OR","ii","46397","S4OR00149","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Tennessee","Edward L. Buck","Buck","2008TNBuck","tn-senate-class-ii-2008","Independent",31631,"0",0,"TN","ii","104716","S8TN00295","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Colorado","Doug Campbell","Campbell","2008COCampbell","co-senate-class-ii-2008","American Constitution",59736,"0",0,"CO","ii","29892","S2CO00142","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"New Jersey","J. M. Carter","Carter","2008NJCarter","nj-senate-class-ii-2008","God We Trust",15935,"0",0,"NJ","ii","43287","S8NJ00145","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Wyoming","Nick Carter","Carter","2008WYCarter","wy-senate-class-i-2008","Democrat",66202,"0",0,"WY","i","106282","S8WY00155","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2008,"Georgia","C. Saxby Chambliss","Chambliss","2008GAChambliss","ga-senate-class-ii-2008","Republican",1228033,"1",1,"GA","ii","22029","S2GA00118","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2008,"Mississippi","Thad Cochran","Cochran","2008MSCochran","ms-senate-class-ii-2008","Republican",766111,"1",1,"MS","ii","53312","S8MS00055","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2008,"North Carolina","Christopher Cole","Cole","2008NCCole","nc-senate-class-ii-2008","Libertarian",133430,"0",0,"NC","ii","12999","S8NC00296","","",NA,NA,NA,0,1,0,0,0,0,0,0,0
