cycle,id,states.abbrev,start_date,end_date,sample_size,pollsters.name,population,nationwide,tracking,partisan,date_added
2008,17752,AK,5/14/08,5/14/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17751,NM,5/14/08,5/14/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17748,AK,5/12/08,5/14/08,600,Research 2000,lv,0,,,5/26/12
2008,17754,KS,5/13/08,5/13/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24174,NM,5/12/08,5/13/08,1827,SurveyUSA,RV,0,,,9/17/12
2008,24084,AK,5/6/08,5/10/08,0,Hellenthal/Sam Kito,RV,0,,,9/17/12
2008,17759,NC,5/8/08,5/9/08,616,PPP,lv,0,,,5/26/12
2008,24144,KY,5/7/08,5/9/08,600,Research 2000,LV,0,,,9/17/12
2008,17761,NC,5/8/08,5/8/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17760,VA,5/8/08,5/8/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17763,OR,5/7/08,5/7/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17762,MI,5/7/08,5/7/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17764,TX,5/5/08,5/7/08,600,Research 2000,lv,0,,,5/26/12
2008,17766,GA,5/6/08,5/6/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24070,ME,5/4/08,5/5/08,400,Employee Freedom Action Committee,A,0,,,9/17/12
2008,17769,NH,4/28/08,5/2/08,401,Dartmouth College,rv,0,,,5/26/12
2008,17770,TX,5/1/08,5/1/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17772,NH,4/30/08,4/30/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17773,NC,4/29/08,4/30/08,600,Research 2000,lv,0,,,5/26/12
2008,24184,NH,4/25/08,4/30/08,439,U. New Hampshire,LV,0,,,9/17/12
2008,17787,MA,4/23/08,4/23/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17788,IA,4/22/08,4/23/08,600,Research 2000,lv,0,,,5/26/12
2008,17790,MN,4/22/08,4/22/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24082,MS,4/15/08,4/18/08,600,Hamilton Beattie,LV,0,,d,9/17/12
2008,17793,CO,4/16/08,4/16/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17816,NC,4/10/08,4/10/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17818,LA,3/26/08,4/9/08,600,SMOR,lv,0,,,5/26/12
2008,17823,NM,4/8/08,4/8/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17824,AK,4/7/08,4/7/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17826,CO,3/31/08,4/7/08,604,TargetPoint,lv,0,,r,5/26/12
2008,17833,AL,4/2/08,4/2/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17834,ME,4/1/08,4/1/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24122,KS,3/31/08,4/1/08,500,Public Opinion Strategies,LV,0,,r,9/17/12
2008,17843,VA,3/27/08,3/27/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17845,OR,3/26/08,3/26/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17852,GA,3/20/08,3/20/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17854,MN,3/19/08,3/19/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17860,CO,3/17/08,3/17/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24045,NH,3/14/08,3/17/08,541,American Research Group,RV,0,,,9/17/12
2008,17862,NH,3/16/08,3/16/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24165,MN,3/12/08,3/12/08,644,SurveyUSA,RV,0,,,9/17/12
2008,24098,CO,3/6/08,3/9/08,400,McLaughlin,LV,0,,,9/17/12
2008,24099,ME,3/6/08,3/9/08,400,McLaughlin,LV,0,,,9/17/12
2008,24100,MN,3/6/08,3/9/08,500,McLaughlin,LV,0,,,9/17/12
2008,17887,TN,3/5/08,3/9/08,600,"Ayres, McHenry & Associates",rv,0,,r,5/26/12
2008,17889,SD,3/4/08,3/4/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17953,VA,2/19/08,2/19/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17955,NC,2/18/08,2/18/08,686,PPP,lv,0,,,5/26/12
2008,17957,NM,2/17/08,2/18/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17977,MN,2/16/08,2/16/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,17982,OR,2/13/08,2/13/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24135,NH,2/13/08,2/13/08,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,17988,CO,2/11/08,2/11/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24166,MN,2/10/08,2/11/08,650,SurveyUSA,RV,0,,,9/17/12
2008,24111,NM,1/22/08,1/31/08,409,NMSU,A,0,,,9/17/12
2008,17997,MN,1/20/08,1/27/08,917,Humphrey Institute,a,0,,,5/26/12
2008,24185,NH,1/18/08,1/27/08,516,U. New Hampshire,LV,0,,,9/17/12
2008,18000,NC,1/21/08,1/21/08,762,PPP,lv,0,,,5/26/12
2008,24191,KY,1/9/08,1/9/08,0,Voter Consumer Research,LV,0,,r,9/17/12
2008,18020,VA,1/3/08,1/3/08,500,Rasmussen (Pulse Opinion Research),lv,0,,,5/26/12
2008,24134,NC,12/19/07,12/19/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,18022,OK,12/16/07,12/19/07,745,SoonerPoll.com,rv,0,,,5/26/12
2008,24046,NH,12/16/07,12/19/07,558,American Research Group,RV,0,,,9/17/12
2008,24147,NC,12/16/07,12/18/07,600,Research 2000,LV,0,,,9/17/12
2008,24116,NC,12/12/07,12/12/07,457,PPP,LV,0,,,9/17/12
2008,24146,MS,12/10/07,12/12/07,600,Research 2000,LV,0,,,9/17/12
2008,24055,OK,12/8/07,12/12/07,900,Benenson,LV,0,,d,9/17/12
2008,24152,OR,11/30/07,12/12/07,401,Riley,LV,0,,,9/17/12
2008,24161,LA,12/6/07,12/10/07,643,SurveyUSA,RV,0,,,9/17/12
2008,24139,AK,12/3/07,12/6/07,600,Research 2000,LV,0,,,9/17/12
2008,24151,CO,12/3/07,12/5/07,500,Research for Change,LV,0,,,9/17/12
2008,24129,CO,11/28/07,11/28/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,24175,NM,11/16/07,11/19/07,1737,SurveyUSA,RV,0,,,9/17/12
2008,24148,NE,11/12/07,11/14/07,600,Research 2000,LV,0,,,9/17/12
2008,24149,NM,11/5/07,11/7/07,600,Research 2000,LV,0,,,9/17/12
2008,24167,MN,11/2/07,11/5/07,616,SurveyUSA,RV,0,,,9/17/12
2008,24132,MN,10/31/07,10/31/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,24117,NC,10/30/07,10/30/07,795,PPP,LV,0,,,9/17/12
2008,24178,VA,10/27/07,10/30/07,644,SurveyUSA,RV,0,,,9/17/12
2008,24159,CO,10/27/07,10/30/07,662,SurveyUSA,RV,0,,,9/17/12
2008,24068,ME,10/17/07,10/30/07,408,Critical Insights,LV,0,,,9/17/12
2008,24172,NH,10/26/07,10/29/07,642,SurveyUSA,RV,0,,,9/17/12
2008,24162,ME,10/26/07,10/29/07,679,SurveyUSA,RV,0,,,9/17/12
2008,24177,OR,10/24/07,10/28/07,641,SurveyUSA,RV,0,,,9/17/12
2008,24168,MN,10/24/07,10/28/07,692,SurveyUSA,RV,0,,,9/17/12
2008,24072,NM,10/23/07,10/27/07,439,FMMA,LV,0,,d,9/17/12
2008,24137,VA,10/24/07,10/24/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,24145,ME,10/15/07,10/17/07,600,Research 2000,LV,0,,,9/17/12
2008,24194,LA,10/10/07,10/14/07,1001,Zogby Interactive,LV,0,,,9/17/12
2008,24192,VA,10/4/07,10/8/07,1144,The Washington Post,A,0,,,9/17/12
2008,24176,NM,10/5/07,10/7/07,514,SurveyUSA,RV,0,,,9/17/12
2008,24061,VA,9/27/07,10/1/07,700,Christopher Newport U.,RV,0,,,9/17/12
2008,24150,TX,9/24/07,9/26/07,600,Research 2000,LV,0,,,9/17/12
2008,24186,NH,9/17/07,9/24/07,464,U. New Hampshire,LV,0,,,9/17/12
2008,24047,NH,9/14/07,9/17/07,0,American Research Group,RV,0,,,9/17/12
2008,24136,NH,9/16/07,9/16/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,24179,VA,9/14/07,9/16/07,783,SurveyUSA,RV,0,,,9/17/12
2008,24062,CO,9/12/07,9/15/07,504,Ciruli Associates,RV,0,,,9/17/12
2008,24133,MN,9/6/07,9/6/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,24138,VA,9/5/07,9/5/07,500,Rasmussen (Pulse Opinion Research),LV,0,,,9/17/12
2008,24086,CO,8/26/07,8/28/07,603,Hill Research Consultants,LV,0,,r,9/17/12
2008,24158,AL,8/25/07,8/27/07,530,SurveyUSA,RV,0,,,9/17/12
2008,24153,OR,8/10/07,8/15/07,406,Riley,LV,0,,,9/17/12
2008,24169,MN,7/26/07,7/29/07,628,SurveyUSA,RV,0,,,9/17/12
2008,24187,NH,7/9/07,7/17/07,449,U. New Hampshire,LV,0,,,9/17/12
2008,24195,MA,7/15/07,7/15/07,600,Zogby Interactive,LV,0,,,9/17/12
2008,18081,NH,7/9/07,7/11/07,600,Research 2000,lv,0,,,5/26/12
2008,24095,OR,7/7/07,7/11/07,500,Lake Research Partners,LV,0,,d,9/17/12
2008,24118,NC,7/9/07,7/9/07,553,PPP,LV,0,,,9/17/12
2008,24048,NH,6/23/07,6/26/07,0,American Research Group,RV,0,,,9/17/12
2008,24096,MN,5/7/07,5/9/07,625,Mason-Dixon,RV,0,,,9/17/12
2008,24170,MN,4/30/07,5/1/07,615,SurveyUSA,RV,0,,,9/17/12
2008,24069,ME,4/20/07,4/27/07,600,Critical Insights,LV,0,,,9/17/12
2008,24049,NH,3/25/07,3/28/07,0,American Research Group,RV,0,,,9/17/12
2008,24171,MN,2/12/07,2/13/07,632,SurveyUSA,RV,0,,,9/17/12
2006,24392,MT,11/6/06,11/6/06,602,OnPoint,lv,0,,,9/17/12
2006,24394,TN,11/6/06,11/6/06,677,OnPoint,lv,0,,,9/17/12
2006,24393,NJ,11/6/06,11/6/06,520,OnPoint,lv,0,,,9/17/12
2006,24391,MO,11/6/06,11/6/06,594,OnPoint,lv,0,,,9/17/12
2006,24718,MN,11/5/06,11/6/06,1027,Star Tribune,lv,0,,,9/17/12
2006,24832,MO,11/4/06,11/6/06,793,SurveyUSA,lv,0,,,9/17/12
2006,24521,MO,11/5/06,11/5/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24838,OH,11/3/06,11/5/06,436,SurveyUSA,lv,0,,,9/17/12
2006,24848,VA,11/3/06,11/5/06,741,SurveyUSA,lv,0,,,9/17/12
2006,24818,MD,11/3/06,11/5/06,663,SurveyUSA,lv,0,,,9/17/12
2006,24828,MN,11/3/06,11/5/06,710,SurveyUSA,lv,0,,,9/17/12
2006,24844,TN,11/3/06,11/5/06,679,SurveyUSA,lv,0,,,9/17/12
2006,24233,CA,11/1/06,11/5/06,692,Datamar,lv,0,,,9/17/12
2006,24866,OH,11/1/06,11/5/06,1008,U. of Cincinnati/Ohio Poll,lv,0,,,9/17/12
2006,24413,CT,10/31/06,11/5/06,676,Quinnipiac,lv,0,,,9/17/12
2006,24430,NJ,10/30/06,11/5/06,917,Quinnipiac,lv,0,,,9/17/12
2006,24893,TN,10/27/06,11/5/06,502,YouGov,lv,0,,,9/17/12
2006,24885,MD,10/27/06,11/5/06,802,YouGov,lv,0,,,9/17/12
2006,24896,VA,10/27/06,11/5/06,802,YouGov,lv,0,,,9/17/12
2006,24899,WV,10/27/06,11/5/06,301,YouGov,lv,0,,,9/17/12
2006,24879,AZ,10/27/06,11/5/06,798,YouGov,lv,0,,,9/17/12
2006,24897,WA,10/27/06,11/5/06,804,YouGov,lv,0,,,9/17/12
2006,24889,NJ,10/27/06,11/5/06,500,YouGov,lv,0,,,9/17/12
2006,24895,UT,10/27/06,11/5/06,402,YouGov,lv,0,,,9/17/12
2006,24880,CA,10/27/06,11/5/06,1015,YouGov,lv,0,,,9/17/12
2006,24891,OH,10/27/06,11/5/06,1003,YouGov,lv,0,,,9/17/12
2006,24886,MI,10/27/06,11/5/06,800,YouGov,lv,0,,,9/17/12
2006,24888,MO,10/27/06,11/5/06,802,YouGov,lv,0,,,9/17/12
2006,24882,CT,10/27/06,11/5/06,401,YouGov,lv,0,,,9/17/12
2006,24894,TX,10/27/06,11/5/06,1004,YouGov,lv,0,,,9/17/12
2006,24898,WI,10/27/06,11/5/06,502,YouGov,lv,0,,,9/17/12
2006,24884,MA,10/27/06,11/5/06,799,YouGov,lv,0,,,9/17/12
2006,24883,FL,10/27/06,11/5/06,1005,YouGov,lv,0,,,9/17/12
2006,24892,PA,10/27/06,11/5/06,1005,YouGov,lv,0,,,9/17/12
2006,24890,NV,10/27/06,11/5/06,402,YouGov,lv,0,,,9/17/12
2006,24887,MN,10/27/06,11/5/06,501,YouGov,lv,0,,,9/17/12
2006,24538,MT,11/4/06,11/4/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24619,TN,11/4/06,11/4/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24812,CT,11/2/06,11/4/06,652,SurveyUSA,lv,0,,,9/17/12
2006,24738,MI,11/2/06,11/4/06,1200,Strategic Vision,lv,0,,,9/17/12
2006,24815,FL,11/2/06,11/4/06,682,SurveyUSA,lv,0,,,9/17/12
2006,24723,FL,11/2/06,11/4/06,1200,Strategic Vision,lv,0,,,9/17/12
2006,24766,PA,11/2/06,11/4/06,1200,Strategic Vision,lv,0,,,9/17/12
2006,24782,WA,11/2/06,11/4/06,800,Strategic Vision,lv,0,,,9/17/12
2006,24822,MI,11/2/06,11/4/06,687,SurveyUSA,lv,0,,,9/17/12
2006,24751,NJ,11/2/06,11/4/06,800,Strategic Vision,lv,0,,,9/17/12
2006,24808,CA,11/2/06,11/4/06,553,SurveyUSA,lv,0,,,9/17/12
2006,24274,MO,11/1/06,11/4/06,710,Gallup,lv,0,,,9/17/12
2006,24285,TN,11/1/06,11/4/06,676,Gallup,lv,0,,,9/17/12
2006,24277,MT,11/1/06,11/3/06,734,Gallup,lv,0,,,9/17/12
2006,24287,VA,11/1/06,11/3/06,711,Gallup,lv,0,,,9/17/12
2006,24379,NJ,11/1/06,11/3/06,1086,Monmouth U.,lv,0,,,9/17/12
2006,24279,NJ,11/1/06,11/3/06,654,Gallup,lv,0,,,9/17/12
2006,24337,MO,11/1/06,11/3/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24367,VA,11/1/06,11/3/06,625,Mason-Dixon,lv,0,,,9/17/12
2006,24316,NJ,11/1/06,11/3/06,619,Marist,lv,0,,,9/17/12
2006,24332,MD,11/1/06,11/3/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24283,RI,11/1/06,11/3/06,706,Gallup,lv,0,,,9/17/12
2006,24346,NJ,11/1/06,11/3/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24363,TN,11/1/06,11/3/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24719,MN,10/31/06,11/3/06,1027,Star Tribune,lv,0,,,9/17/12
2006,24228,OH,10/24/06,11/3/06,1541,Columbus Dispatch,rv,0,,,9/17/12
2006,24522,MO,11/2/06,11/2/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24638,VA,11/2/06,11/2/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24620,TN,11/2/06,11/2/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24334,MI,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24325,AZ,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24819,MD,10/31/06,11/2/06,694,SurveyUSA,lv,0,,,9/17/12
2006,24995,FL,10/31/06,11/2/06,804,Zogby Interactive,lv,0,,,9/17/12
2006,24802,AZ,10/31/06,11/2/06,560,SurveyUSA,lv,0,,,9/17/12
2006,24372,WA,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24340,MT,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24354,OH,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24707,MI,10/31/06,11/2/06,532,Selzer,lv,0,,,9/17/12
2006,24357,PA,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24360,RI,10/31/06,11/2/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24385,PA,10/29/06,11/2/06,507,Muhlenberg,lv,0,,,9/17/12
2006,24512,MN,11/1/06,11/1/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24561,NJ,11/1/06,11/1/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24539,MT,11/1/06,11/1/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24489,MD,11/1/06,11/1/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24412,NJ,10/31/06,11/1/06,600,Public Opinion Strategies,lv,0,,,9/17/12
2006,24327,FL,10/31/06,11/1/06,625,Mason-Dixon,lv,0,,,9/17/12
2006,24710,NY,10/30/06,11/1/06,500,Siena,lv,0,,,9/17/12
2006,24318,NY,10/30/06,11/1/06,503,Marist,lv,0,,,9/17/12
2006,24681,CT,10/30/06,11/1/06,600,Research 2000,lv,0,,,9/17/12
2006,24241,MI,10/30/06,11/1/06,600,EPIC/MRA,lv,0,,,9/17/12
2006,24577,NV,10/31/06,10/31/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24739,MI,10/29/06,10/31/06,1200,Strategic Vision,lv,0,,,9/17/12
2006,24701,NJ,10/29/06,10/31/06,500,Rutgers-Eagleton,lv,0,,,9/17/12
2006,24724,FL,10/29/06,10/31/06,1200,Strategic Vision,lv,0,,,9/17/12
2006,24871,WA,10/25/06,10/31/06,700,U. Washington,rv,0,,,9/17/12
2006,24251,NJ,10/25/06,10/31/06,577,Fairleigh Dickinson,lv,0,,,9/17/12
2006,24621,TN,10/30/06,10/30/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24523,MO,10/30/06,10/30/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24767,PA,10/28/06,10/30/06,1200,Strategic Vision,lv,0,,,9/17/12
2006,24833,MO,10/28/06,10/30/06,525,SurveyUSA,lv,0,,,9/17/12
2006,24402,MD,10/28/06,10/30/06,800,Potomac,lv,0,,,9/17/12
2006,24242,MI,10/26/06,10/30/06,600,EPIC/MRA,rv,0,,,9/17/12
2006,24335,MN,10/26/06,10/30/06,625,Mason-Dixon,rv,0,,,9/17/12
2006,24349,NV,10/26/06,10/30/06,625,Mason-Dixon,lv,0,,,9/17/12
2006,24900,AZ,10/25/06,10/30/06,400,Zimmerman/Marketing Intelligence,lv,0,,,9/17/12
2006,25018,NJ,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,25039,PA,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,24414,CT,10/24/06,10/30/06,926,Quinnipiac,lv,0,,,9/17/12
2006,25011,MO,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,25034,OH,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,25016,MT,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,24299,TN,10/24/06,10/30/06,600,Hamilton Beattie,lv,0,,,9/17/12
2006,25046,TN,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,24990,CT,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,24999,MD,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,25057,VA,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,25044,RI,10/24/06,10/30/06,600,Zogby Interactive,lv,0,,,9/17/12
2006,24258,CA,10/23/06,10/30/06,795,Field Poll,lv,0,,,9/17/12
2006,24395,OH,10/22/06,10/30/06,800,Opinion Consultants,rv,0,,,9/17/12
2006,24639,VA,10/29/06,10/29/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24562,NJ,10/29/06,10/29/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24752,NJ,10/27/06,10/29/06,800,Strategic Vision,lv,0,,,9/17/12
2006,24855,WA,10/27/06,10/29/06,774,SurveyUSA,lv,0,,,9/17/12
2006,24783,WA,10/27/06,10/29/06,800,Strategic Vision,lv,0,,,9/17/12
2006,24398,OH,10/26/06,10/29/06,542,Opinion Research Associates,lv,0,,,9/17/12
2006,24400,VA,10/26/06,10/29/06,597,Opinion Research Associates,lv,0,,,9/17/12
2006,24290,VA,10/26/06,10/29/06,811,Garin Hart Yang,lv,0,,d,9/17/12
2006,24399,TN,10/26/06,10/29/06,541,Opinion Research Associates,lv,0,,,9/17/12
2006,24397,NJ,10/26/06,10/29/06,577,Opinion Research Associates,lv,0,,,9/17/12
2006,24396,MO,10/26/06,10/29/06,565,Opinion Research Associates,lv,0,,,9/17/12
2006,24264,PA,10/25/06,10/29/06,626,Franklin & Marshall,rv,0,,,9/17/12
2006,24449,PA,10/23/06,10/29/06,933,Quinnipiac,lv,0,,,9/17/12
2006,24431,NJ,10/23/06,10/29/06,887,Quinnipiac,lv,0,,,9/17/12
2006,24700,VA,10/22/06,10/29/06,453,Roanoke College,lv,0,,,9/17/12
2006,24472,CT,10/28/06,10/28/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24595,PA,10/28/06,10/28/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24211,TN,10/26/06,10/28/06,560,Benenson,lv,0,,,9/17/12
2006,24304,MN,10/23/06,10/28/06,663,Humphrey Institute,lv,0,,,9/17/12
2006,25030,NY,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,24991,CT,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25000,MD,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25058,VA,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,24987,AZ,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25019,NJ,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25062,WA,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25040,PA,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25005,MI,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25024,NM,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25053,TX,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25012,MO,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25035,OH,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,24996,FL,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25027,NV,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25008,MN,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25047,TN,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,25065,WI,10/23/06,10/27/06,0,Zogby Interactive,lv,0,,,9/17/12
2006,24881,CA,10/19/06,10/27/06,877,YouGov,lv,0,,,9/17/12
2006,24540,MT,10/26/06,10/26/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24655,WA,10/26/06,10/26/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24490,MD,10/26/06,10/26/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24684,MO,10/23/06,10/26/06,800,Research 2000,lv,0,,,9/17/12
2006,24875,MD,10/22/06,10/26/06,1003,The Washington Post,lv,0,,,9/17/12
2006,24717,MN,10/15/06,10/26/06,504,St. Cloud State,lv,0,,,9/17/12
2006,24524,MO,10/25/06,10/25/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24513,MN,10/25/06,10/25/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24640,VA,10/25/06,10/25/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24563,NJ,10/25/06,10/25/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24303,MT,10/24/06,10/25/06,662,Harstad,lv,0,,,9/17/12
2006,24809,CA,10/23/06,10/25/06,507,SurveyUSA,lv,0,,,9/17/12
2006,24215,NJ,10/23/06,10/25/06,800,Bennett Petts Blumenthal,lv,0,,,9/17/12
2006,24839,OH,10/23/06,10/25/06,563,SurveyUSA,lv,0,,,9/17/12
2006,24688,NJ,10/23/06,10/25/06,600,Research 2000,lv,0,,,9/17/12
2006,25054,TX,10/23/06,10/25/06,1003,Zogby Interactive,lv,0,,,9/17/12
2006,24695,RI,10/23/06,10/25/06,408,Rhode Island College,rv,0,,,9/17/12
2006,24689,NV,10/23/06,10/25/06,600,Research 2000,lv,0,,,9/17/12
2006,24705,FL,10/22/06,10/25/06,800,Scroth Eldon & Associates,lv,0,,,9/17/12
2006,24243,MI,10/22/06,10/25/06,600,EPIC/MRA,lv,0,,,9/17/12
2006,24872,MA,10/22/06,10/25/06,585,U. New Hampshire,lv,0,,,9/17/12
2006,24878,PA,10/22/06,10/25/06,601,West Chester U.,lv,0,,,9/17/12
2006,24224,NJ,10/20/06,10/25/06,552,The New York Times/CBS News,lv,0,,,9/17/12
2006,24861,PA,10/16/06,10/25/06,698,Temple,lv,0,,,9/17/12
2006,24582,OH,10/24/06,10/24/06,500,Rasmussen (Pulse Opinion Research),lv,0,,,9/17/12
2006,24691,VT,10/23/06,10/24/06,400,Research 2000,rv,0,,,9/17/12
2006,24289,MD,10/23/06,10/24/06,602,Garin Hart Yang,lv,0,,d,9/17/12
2006,24683,MI,10/23/06,10/24/06,600,Research 2000,lv,0,,,9/17/12
2006,24849,VA,10/22/06,10/24/06,613,SurveyUSA,lv,0,,,9/17/12
2006,24845,TN,10/22/06,10/24/06,780,SurveyUSA,lv,0,,,9/17/12
2006,24823,MI,10/22/06,10/24/06,803,SurveyUSA,lv,0,,,9/17/12
2006,24300,TN,10/21/06,10/24/06,800,Hamilton Beattie,lv,0,,,9/17/12
2006,24249,DE,10/18/06,10/24/06,502,Fairleigh Dickinson,lv,0,,,9/17/12
